_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3177075,324058148,23169809,27,2023-10-25T19:06:00,"Saw Mill Run Blvd & Colerain St Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2901,4,3,-79.99821371333422,40.39630513933892
3177076,325096903,23178097,0,2023-11-09T12:30:00,"1500 Block S Dallas Ave Pittsburgh, PA 15217",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406,9,3,-79.91248359731946,40.441635858036705
3177077,325127507,23178411,5,2023-11-09T23:00:00,"700 Block Summerlea St Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,705,8,2,-79.93087496362169,40.45367702203603
3177078,325127748,23174153,10,2023-10-24T11:40:00,"5TH Ave & WOOD St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.00039430825626,40.44074746657393
3177079,325186286,23178703,0,2023-11-10T15:01:00,"4100 Block Winterburn Ave Pittsburgh, PA 15207",N,Greenfield,4,99,9999 9999 - (Misc. Incident): Found Juvenile parents located.,1517,5,3,-79.93978565734132,40.42530954395207
3177080,323648644,23166181,99,2023-10-19T14:40:00,"Smithfield St & 1st Ave Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 9501 Bench Warrant / 9501 Bench Warrant / 9501 Bench Warrant,201,6,6,-80.00054962141661,40.43724274191328
3177081,323659797,23166321,99,2023-10-19T18:20:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.9980468769971,40.44361867005384
3177082,-3637107338,23166474,9,2023-10-20T01:20:00,"3600 Block Frazier St Pittsburgh, PA 15213",N,South Oakland,4,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,409,3,3,-79.95554668045672,40.43052326363894
3177083,323671410,23166506,0,2023-10-20T02:50:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.8864602237102,40.45937083543133
3177084,323695816,23166605,0,2023-10-19T06:05:00,"Fifth Ave & Bellefonte St Pittsburgh, PA 15232",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): ,1402,8,3,-79.93255578593474,40.44892624905673
3177085,324701403,23164013,0,2023-10-15T18:00:00,"N Highland Ave & East Liberty Blvd Pittsburgh, PA 15206",Y,East Liberty,5,99,627.02(b)(i) Possessing a small amount of marijuana / 4524 Windshield Obstructions and Wipers.,1113,9,2,-79.92276018979598,40.46595692580033
3177086,324701784,23167901,0,2023-10-22T13:57:00,"Meadow St & Paulson Ave Pittsburgh, PA 15206",Y,Larimer,5,99,1332 Display of Registration Plate.,1204,9,2,-79.91230508231523,40.46333525444826
3177087,324702560,23172193,18,2023-10-29T16:05:00,"5500 Block Hampton St Pittsburgh, PA 15206",N,Highland Park,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,1102,7,2,-79.92710131720044,40.476271493590204
3177088,324705332,23175354,0,2023-11-04T09:15:00,"2300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9093 Indirect Criminal Contempt,1609,3,3,-79.97290517173987,40.42815353955902
3177089,324714018,23175453,99,2023-11-04T13:33:00,"600 Block Mayville Ave Pittsburgh, PA 15226",N,Brookline,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1917,4,5,-80.01446202762754,40.40151507912581
3177090,324714067,23175512,10,2023-11-04T16:00:00,"200 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,,,,
3177091,324715511,23175531,99,2023-11-04T17:05:00,"1500 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,MENTAL 201/302,9498 302 (Mental),2406,1,1,-79.98564876213783,40.46213958869441
3177092,324722252,23175664,10,2023-11-04T21:49:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2615,6,1,-80.00847539788961,40.47114638432227
3177093,324723331,23175524,13,2023-11-04T16:53:00,"20 Block Maytide St Pittsburgh, PA 15227",N,Carrick,3,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance,2904,4,3,-79.98407819344023,40.384675596751926
3177094,324725080,23175803,14,2023-11-05T03:15:00,"900 Block S Millvale Ave Pittsburgh, PA 15213",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,804,,,-79.88159772388455,40.44056372302062
3177095,324737233,23175934,14,2023-11-05T11:00:00,"600 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood South,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1304,9,2,-79.8891729739823,40.452757197223136
3177096,324738104,23175951,0,2023-11-05T13:00:00,"200 Block Dengler St Pittsburgh, PA 15210",N,Arlington,3,99,9994 PFA Service,1603,3,3,-79.96766444316566,40.41553944521761
3177097,324740161,23175875,27,2023-11-05T09:30:00,"1500 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.98564876213783,40.46213958869441
3177098,-3579053911,23173715,99,2023-11-01T13:27:00,"900 Block Uvilla St Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020,2,5,-80.03731898985718,40.44487095115954
3177099,324520723,23173696,0,2023-11-01T12:50:00,"800 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Welfare Check Assist to Medic 14,509,,,,
3177100,324530039,23173625,0,2023-11-01T10:19:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident): ,2020,2,5,-80.0390413458052,40.44259535577465
3177101,324537471,23173819,0,2023-11-01T14:40:00,"Liberty Ave & Pearl St Pittsburgh, PA 15224",N,Bloomfield,5,99,9093 Indirect Criminal Contempt,802,7,2,-79.94988109365268,40.46210044459096
3177102,324540627,23173898,0,2023-11-01T18:36:00,"3600 Block Baytree St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.01018999671898,40.488467896136825
3177103,324552768,23173937,10,2023-11-01T20:10:00,"100 Block Station Square Dr E Pittsburgh, PA 15210",N,South Shore,3,HARRASSMENT,2709(a) Harassment. / 2709(b) Stalking,1921,2,5,-80.00364780244968,40.43339608462265
3177104,324556812,23174043,10,2023-11-01T17:00:00,"100 Block W Elizabeth St Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault. / 9994 PFA Service / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1515,,,-80.03792155896883,40.427266815255905
3177105,324558453,23174085,14,2023-11-02T02:30:00,"100 Block Station Square Dr E Pittsburgh, PA 15219",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,2,5,-80.00364780244968,40.43339608462265
3177106,324567803,23174111,18,2023-11-02T06:02:00,"400 Block Avery St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,"13(a)(32) Paraphernalia - Use or Possession / 6110.2 Possesion of Firearm with Altered Mfg. Number / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2304,1,1,-80.0013156302337,40.45281498398088
3177107,324577656,23174184,6,2023-11-02T03:00:00,"2600 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,203,,,,
3177108,323315396,23163523,99,2023-10-14T19:35:00,"2200 Block Starkamp St Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1919,,,,
3177109,323316055,23163591,21,2023-10-14T19:36:00,"Stanhope St & Stafford St Pittsburgh, PA 15204",Y,Esplen,6,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 1786 Required Financial Responsibility. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,2017,2,5,-80.056803319153,40.46348513278905
3177110,323317137,23163552,26,2023-10-14T18:31:00,"Liberty Tunl & P J Mc Ardle Rdwy Pittsburgh, PA 15203",Y,South Side Slopes,3,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 1511 Carrying and Exhibiting Driver's License on Demand. / 3742.1 Accident Involv. Death/Inj. While not Licensed / 1501 Drivers Required to be Licensed. / 3746 Immediate Notice of Accident to Police Department / 1301 Registration and Certificate of Title Required. / 1311 Registration Card to be Signed and Exhibited on Demand. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1785 Proof of Financial Responsibility Following Accident.,1706,3,3,-79.99927104073494,40.429154907786945
3177111,323319056,23163661,3,2023-10-14T22:35:00,"3600 Block Blvd Of The Allies Pittsburgh, PA 15213",N,Central Oakland,4,ROBBERY,3701 Robbery.,406,3,3,-79.95423191412867,40.43430742803182
3177112,323321035,23163286,99,2023-10-14T06:12:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation / 9997 Overdose Death,103,6,6,-79.99459104985328,40.435334670473395
3177113,323321309,23163687,0,2023-10-14T23:59:00,"18th St & Penn Ave Pittsburgh, PA 15222",N,Strip District,2,99,9999 9999 - (Misc. Incident): Non reportable crash ,203,7,6,-79.98500040948839,40.450413768646506
3177114,323322346,23163755,99,2023-10-15T03:40:00,"Enterprise Ter E & Frankstown Ave Pittsburgh, PA 15206",Y,Larimer,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1208,9,2,-79.91379378185792,40.46043391074243
3177115,323329626,23163852,6,2023-10-15T09:00:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2904,4,3,-79.98552317166529,40.389057269279455
3177116,-3533165158,23163914,6,2023-10-15T12:57:00,"S 12th St & Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98644237935304,40.42915818335678
3177117,-3594177327,23163917,6,2023-10-15T13:00:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,,,,
3177118,324776953,23172510,10,2023-10-30T09:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Garfield,5,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1017,6,6,-79.99688178462712,40.43480407292362
3177119,324814160,23176493,0,2023-11-06T15:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
3177120,324815494,23176454,0,2023-11-06T14:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3177121,324816629,23176468,6,2023-11-04T12:00:00,"4600 Block Bayard St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,404,8,3,-79.95023862789506,40.44977415780892
3177122,324821657,23176570,6,2023-11-06T14:00:00,"100 Block Hyman Pl Pittsburgh, PA 15213",N,Terrace Village,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,510,6,3,-79.97062408406323,40.44106910513512
3177123,324835300,23176664,6,2023-11-06T19:46:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.00274190443444,40.44404737191309
3177124,324846353,23176769,6,2023-11-07T00:39:00,"100 Block 43 1/2 St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 901 Criminal Attempt,901,,,,
3177125,324847173,23176794,27,2023-11-07T02:45:00,"1300 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 7728 Accidents and Accident Reports. / 1785 Proof of Financial Responsibility Following Accident.,2902,4,3,-79.98972716032992,40.4030177987571
3177126,324457184,23173398,10,2023-10-31T19:30:00,"5000 Block Delehanty St Pittsburgh, PA 15207",N,Lincoln Place,4,SIMPLE ASSAULT,2701 Simple Assault.,3102,,,,
3177127,324461086,23173488,10,2023-11-01T01:06:00,"Blvd Of The Allies & Blvd Of The Allies Ramp Pittsburgh, PA 15219",Y,Bluff,4,SIMPLE ASSAULT,2701 Simple Assault.,103,6,6,-80.00018322115504,40.43778601323415
3177128,324475674,23173555,6,2023-11-01T08:20:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99740883167522,40.441533222252524
3177129,324506798,23171684,15,2023-10-28T20:15:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 4302 Periods for Requiring Lighted Lamps. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,103,6,6,-79.99318468129471,40.43507182089466
3177130,324571204,23174145,10,2023-11-02T08:22:00,"200 Block Clover St Pittsburgh, PA 15210",Y,Arlington,3,SIMPLE ASSAULT,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1603,3,3,-79.9716158736902,40.415945844988435
3177131,324200423,23170919,6,2023-10-27T13:00:00,"Penn Ave & Penfield Pl Pittsburgh, PA 15208",Y,Point Breeze North,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1405,9,3,-79.8974336918791,40.44790030320873
3177132,324205983,23171031,9,2023-10-27T18:56:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,201,6,6,-79.99989132962422,40.438220057480564
3177133,324205968,23171054,0,2023-10-27T20:48:00,"1700 Block Cowley St Pittsburgh, PA 15212",N,Troy Hill,1,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),2406,1,1,-79.98193563270999,40.46571734501348
3177134,324207453,23171096,0,2023-10-27T20:50:00,"900 Block Cherokee St Pittsburgh, PA 15219",Y,Upper Hill,2,99,9093 Indirect Criminal Contempt,506,6,3,-79.95835490163549,40.45065736431898
3177135,324212759,23171237,14,2023-10-28T01:00:00,"Centre Ave & Fullerton St Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.98844221354422,40.44055314676558
3177136,324212816,23171250,14,2023-10-28T01:10:00,"1400 Block Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,,,-79.87965532365918,40.44611967845984
3177137,324213581,23171243,10,2023-10-28T01:20:00,"80 Block Lafferty Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,SIMPLE ASSAULT,2701 Simple Assault.,1809,3,5,-80.0067737018272,40.41792980901788
3177138,324213931,23168791,10,2023-10-24T05:26:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.99688178462712,40.43480407292362
3177139,324221629,23171265,13,2023-10-28T01:58:00,"8000 Block Bennett St Pittsburgh, PA 15221",Y,East Hills,5,RECEIVING STOLEN PROPERTY,"3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 907 Possessing Instruments of Crime. / 3354 Additional Parking Regulations. / 4524 Windshield Obstructions and Wipers. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3351 Stop, Stand and Park Outside Bus. and Res. ",1306,9,2,-79.8841190303238,40.45393259937531
3177140,-3646531390,23170856,0,2023-10-27T13:02:00,"600 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9998 Overdose Other,1915,,,,
3177141,325222604,23179360,6,2023-11-11T13:30:00,"6600 Block Lyric St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90520063595015,40.46464200383752
3177142,325223469,23179375,10,2023-11-11T18:11:00,"700 Block Maginn Ave Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault.,2615,,,,
3177143,325223555,23179319,14,2023-11-11T13:00:00,"2900 Block Stayton St Pittsburgh, PA 15212",Y,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2701,1,1,-80.02748490658558,40.471360473443454
3177144,325223577,23179328,99,2023-11-11T17:00:00,"700 Block I-376 Brg Pittsburgh, PA 15222",N,Central Business District,3,MENTAL 201/302,9498 302 (Mental),201,,,-80.01017248582421,40.43941352013656
3177145,325223672,23179380,99,2023-11-11T18:20:00,"20 Block Compromise St Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2701,,,,
3177146,325225961,23179447,99,2023-11-11T21:17:00,"1800 Block Walz St Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,1,1,-79.99104354912424,40.464626358750806
3177147,323995645,23169397,99,2023-10-25T06:32:00,"900 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.99177070369822,40.43840495895105
3177148,-3530573579,23169402,6,2023-10-25T04:00:00,"2400 Block Spring St Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief. / 901 Criminal Attempt,1603,7,6,-79.98028835321243,40.453121762750115
3177149,324010734,23168947,0,2023-10-24T12:05:00,"Grant  Ave & Wilson St Pittsburgh, PA 15223",N,Outside City,OSC,99,9999 9999 - (Misc. Incident): ,5599,,,-79.94910726715284,40.504130452103006
3177150,-3646531338,23169460,6,2023-10-25T07:00:00,"3200 Block Jane St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1608,3,3,-79.96273114143982,40.42197855699228
3177151,324034169,23169508,0,2023-10-25T08:30:00,"400 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,620.03 (a) Graffiti - Prohibited Acts: No person may apply graffiti on city owned property or w/o permission of non-city own property,201,6,6,-79.99749861293125,40.43837909485443
3177152,324045122,23169623,99,2023-10-25T14:45:00,"300 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),705,,,,
3177153,324067874,23170010,6,2023-10-26T04:34:00,"200 Block Orchard Pl Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,,,-80.07968189506212,40.3179535547693
3177154,324078501,23162196,26,2023-10-24T16:00:00,"7300 Block Hermitage St Pittsburgh, PA 15208",Y,Homewood North,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1302,9,2,-79.89302065755855,40.45969890671684
3177155,324078989,23137706,26,2023-10-24T18:45:00,"500 Block Ridgemont Dr Pittsburgh, PA 15220",Y,Ridgemont,6,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,2016,2,5,-80.03700280736832,40.43180306642324
3177156,324862132,23176838,6,2023-11-07T06:00:00,"1500 Block Wareman Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1918,4,5,-80.01130799509163,40.389268849079606
3177157,324032831,23169575,0,2023-10-25T13:00:00,"100 Block Shetland St Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): ,1204,9,2,-79.91217889868804,40.466187487622555
3177158,324034897,23169516,6,2023-10-25T11:04:00,"Renova St & 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.93908809628395,40.40082657591033
3177159,324038000,23167508,6,2023-10-21T20:18:00,"1100 Block W North Ave Pittsburgh, PA 15233",Y,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2018,,,,
3177160,324049516,23169653,0,2023-10-25T15:33:00,"20 Block Bracey Ct Pittsburgh, PA 15221",N,East Hills,OSC,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.86786140284477,40.455697958255804
3177161,324054024,23169743,99,2023-10-25T17:34:00,"60 Block Emerald Sq Pittsburgh, PA 15210",N,Allentown,3,MENTAL 201/302,9498 302 (Mental),1803,,,,
3177162,324060729,23169867,6,2023-10-25T16:00:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020,2,5,-80.0390255071522,40.445067676251256
3177163,324061033,23169889,99,2023-10-25T19:00:00,"E Warrington Ave & Arlington Ave Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.99232844308834,40.42181623405809
3177164,324081020,23170076,0,2023-10-26T08:39:00,"W North Ave Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.01409770909618,40.45406493994968
3177165,324089908,23170084,99,2023-10-26T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3177166,323279701,23162789,21,2023-10-13T12:11:00,"2100 Block Brighton Rd Pittsburgh, PA 15212",Y,Perry South,1,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,2614,6,1,-80.0189503518622,40.461699632573364
3177167,323287847,23163086,5,2023-10-13T15:30:00,"5300 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,BURGLARY,3502 Burglary.,1402,8,3,-79.93475690996164,40.44791689485388
3177168,323289877,23163136,6,2023-10-13T19:30:00,"2600 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1919,4,5,-80.02419931918824,40.39585309623696
3177169,323290155,23163101,15,2023-10-13T21:22:00,"1500 Block 5th Ave Pittsburgh, PA 15219",Y,Bluff,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,103,6,3,-79.98502509240687,40.43853959952056
3177170,323295210,23163209,22,2023-10-14T01:29:00,"Blvd Of The Allies & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,DUI - GENERAL IMPAIRMENT,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 4525 Tire Equipment and Traction Surfaces. / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 3802(a)(1) DUI - General Impairment / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor",201,6,6,-80.00018322115504,40.43778601323415
3177171,323300416,23162636,6,2023-10-13T08:00:00,"200 Block The Boulevard Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,3,-79.98573627972618,40.40109926986522
3177172,323300436,23162629,6,2023-10-13T07:30:00,"200 Block E Meyers St Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,3,-79.98580002462104,40.400279885546524
3177173,323300780,23162834,14,2023-10-13T12:00:00,"100 Block Farris St Pittsburgh, PA 15212",N,Perry South,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2615,,,,
3177174,324585659,23174222,27,2023-11-02T11:03:00,"Rialto St & Ley St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,1,1,-79.98177944225453,40.4659894634469
3177175,324585784,23174257,0,2023-11-02T12:20:00,"7400 Block Monticello Pittsburgh, PA 15208",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.89101592590679,40.45832160613011
3177176,324587164,23174238,99,2023-11-02T11:35:00,"1800 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,FOUND PROPERTY,9489 Found Property,2406,1,1,-79.98233530383327,40.464749216911706
3177177,324587245,23174251,0,2023-11-02T11:45:00,"1200 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,99,9993 PFA Service with Weapons Supplement,1014,7,2,-79.92818825562415,40.47953984066514
3177178,324594092,23174298,0,2023-11-02T13:15:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,99,9994 PFA Service,1302,9,2,-79.89440108300467,40.46119407835219
3177179,324594948,23174243,0,2023-11-02T10:54:00,"4500 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): Accident,901,7,2,-79.9590062168043,40.47210541039599
3177180,324600299,23174304,27,2023-11-01T08:00:00,"100 Block Amabell St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.01380707039465,40.43548814460463
3177181,324624557,23174493,99,2023-11-02T20:17:00,"Bausman St & Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1301 Registration and Certificate of Title Required.,1806,4,5,-80.00607064470294,40.41107707940415
